,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,group_id_anonymized,lang,message_text,phone_num_anonymized,timestamp,translated
159,159,159,159,247.0,247.0,4481,hi,जनहित मे इस वीडियो को देखे और अन्य ग्रुपो मे फार्वड करे ताकि कार्ड धारको को सुविधा हो सके।,34261,1549587971000,Watch this video in the public interest and forward it to other groups so that card holders can have the facility.  
160,160,160,160,249.0,249.0,1954,en,*All Port ready Numbers*  *Rs.400 91 38 91 0800 7 40 40 4 7008 740 42 42 009 7404 8 08008 90348 10300 89500 51900@500 90508 90598@500  90344 04005 90 34 34 9002 90 34 34 0051 90342 46005   *Rs.800 72069 57000 72067 23000 89238 41000 91501 59000 91386 41000  *Rs.1000 72084 21000 80971 21000 80974 21000 80976 21000 80978 21000 86557 21000  72088 31000 80972 31000 80973 31000 80975 31000 80976 31000 80978 31000 86554 31000 86557 31000 86558 31000  72085 41000 80971 41000 80973 41000 80974 41000 80975 41000 80976 41000  72081 61000 72083 61000 72084 61000 72085 61000 72087 61000 80973 61000 80976 61000 86550 61000 86552 61000 86553 61000  72081 71000 72083 71000 80973 71000 80974 71000 80976 71000 86554 71000 86556 71000 86558 71000  80972 81000 80973 81000  80974 91000 80975 91000 80976 91000 72083 91000 72086 91000 72087 91000 72088 91000 86550 91000 86552 91000 86553 91000 86554 91000 86556 91000 86557 91000   *Rs.1100* 90319 17000,36455,1549588102000,*All Port ready Numbers*  *Rs.400 91 38 91 0800 7 40 40 4 7008 740 42 42 009 7404 8 08008 90348 10300 89500 51900@500 90508 90598@500  90344 04005 90 34 34 9002 90 34 34 0051 90342 46005   *Rs.800 72069 57000 72067 23000 89238 41000 91501 59000 91386 41000  *Rs.1000 72084 21000 80971 21000 80974 21000 80976 21000 80978 21000 86557 21000  72088 31000 80972 31000 80973 31000 80975 31000 80976 31000 80978 31000 86554 31000 86557 31000 86558 31000  72085 41000 80971 41000 80973 41000 80974 41000 80975 41000 80976 41000  72081 61000 72083 61000 72084 61000 72085 61000 72087 61000 80973 61000 80976 61000 86550 61000 86552 61000 86553 61000  72081 71000 72083 71000 80973 71000 80974 71000 80976 71000 86554 71000 86556 71000 86558 71000  80972 81000 80973 81000  80974 91000 80975 91000 80976 91000 72083 91000 72086 91000 72087 91000 72088 91000 86550 91000 86552 91000 86553 91000 86554 91000 86556 91000 86557 91000   *Rs.1100* 90319 17000
161,161,161,161,250.0,250.0,1954,en,*Rs.1700 only* 7998 000023 7998 000095   *Rs.2500 83038 00006 76693 00006 74156 00008 74157 00003 89629 00003 89625 00003  98 77777 210  *Rs.3000* 70592 30000 70594 30000  74218 40000 70592 40000 70596 40000  74219 60000  *Rs.3500* 72996 10000 86026 00009  *Rs.4500* 90393 00009,36455,1549588102000,*Rs.1700 only* 7998 000023 7998 000095   *Rs.2500 83038 00006 76693 00006 74156 00008 74157 00003 89629 00003 89625 00003  98 77777 210  *Rs.3000* 70592 30000 70594 30000  74218 40000 70592 40000 70596 40000  74219 60000  *Rs.3500* 72996 10000 86026 00009  *Rs.4500* 90393 00009
162,162,162,162,252.0,252.0,4424,en,🌟Today's 08/02/19🌷Mangla Aarti🌟Darshan🌟Iskcon🌟Shree Dham Mayapur🙏🏼🙏🏼,174618,1549588296000,🌟Today's 08/02/19🌷Mangla Aarti🌟Darshan🌟Iskcon🌟Shree Dham Mayapur🙏🏼🙏🏼
163,163,163,163,254.0,254.0,4496,hi,प्यार देने से *बेटा* बिगडे़! भेद देने से *नारी*! लोभ देने से *नौकर* बिगड़े! धोका देने से *यारी*! नोटबन्दी से *जनता* बिगड़े! GST से *व्यापारी*! *भाजपा को वोट देने से देश बिगड़े*!! ये बात *जनहित* में जारी!! कोई घोटालेबाज *जेल* गया नहीं ! किसी के पास *काला धन* मिला नहीं ! गंगा *साफ* हुई नहीं ! *राम मंदिर* बना नहीं ! धारा *370* हटी नहीं ! सीमा पर *शहादतें घटीं* नहीं !! तो हम लोगों ने ये * मोदी सरकार* सिर्फ *मोबाइल नम्बर* को *आधारकार्ड से लिंक* कराने के लिए बनाई थी क्या ?? 😂😂😂 एक दिन *मुर्ख* बनाने के लिए *अप्रैल फूल* और पांच साल *मुर्ख* बनाने के लिए *कमल का फूल*!                               !शेयर जरुर करना,28333,1549588451000, 😂  😂  😂 
164,164,164,164,255.0,255.0,2361,en,Follow this link to join my WhatsApp group: https://chat.whatsapp.com/LtOWOHugim2IFj8GOidHZo,147138,1549588461000,Follow this link to join my WhatsApp group: https://chat.whatsapp.com/LtOWOHugim2IFj8GOidHZo
165,165,165,165,257.0,257.0,884,en,Good morning,143972,1549588682000,Good morning
166,166,166,166,261.0,261.0,777,hi,नया हेलमेट मार्केट में आ रहा है बहुत ही सस्ता,83825,1549590944000,The new helmet is coming to the market very cheap  
167,167,167,167,263.0,263.0,679,hi,"किसानों को 6-6 हजार रुपये देने के लिए केंद्र सरकार ने शुरू किया डाटा पोर्टल http://dhunt.in/5wl8e?s=a&ss=wsp Source : ""अमर उजाला"" via Dailyhunt  डाउनलोड करें: http://dhunt.in/DWND",87318,1549590974000,"Central government launched data portal http://dhunt.in/5wl8e?s=a&ss=wsp Source: ""Amar Ujala"" via Dailyhunt Download: http://dhunt.in / DWND  "
168,168,168,168,264.0,264.0,3700,te,తన సుదీర్ఘమైన పాదయాత్రతో ఆంధ్ర రాష్ట్ర చరిత్రను మార్చాడు మండే ఎండను లెక్క చేయకుండా పేదల కష్టంను చూసి చలించిపోయాడు అ యాత్ర అ నడక ఎన్ని యుగాలు అయిన రాజకీయ చరిత్రలో చెరగని అధ్యాయం  యాత్ర చిత్రం విడుదల సంధర్భంగా యావత్ ysr కుటుంబ సభ్యులకు శుభాకాంక్షలు Veeranki Mani Yuvasena Team Kolusu Parthasarathy,162894,1549590992000,"With his long journey, he changed the history of the state of Andhra.  "
169,169,169,169,265.0,265.0,4866,hi,माँ बाप का दिल जीत लो.. कामयाब हो जाओगे ..!  वरना सारी दुनिया जीत कर... भी हार जाओगे.. !!               🙏 सुप्रभात 🙏,54267,1549591017000,"Win the heart of parents .. you will succeed ..! Otherwise, by winning the whole world ... you will also 🙏  lose .. 🙏  !! 🙏 good morning 🙏  "
170,170,170,170,266.0,266.0,1148,hi,"🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺                      *पेट में गया जहर*                  *सिर्फ एक व्यक्ति को*                            *मारता है*                 *और कान में गया जहर*              *सैंकड़ों रिश्तों को मारता है*            *इसलिये काम करने वालों की*                     *कदर कीजिये....*                   *कान भरने वालों की*                          *कभी नहीं*                    *🙏🙏सुप्रभात*🙏🙏        *🌹आपका दिन शुभ एवं मंगलमय हो*🌹,,,,",113911,1549591130000,"जहर 🌺 🌺 🌺 🌺 🌺 🌺   🌺   🌺   🌺   🌺   🌺  🌺  🌺  * Poison in the stomach * * Kills only one person * * * And the poison in the ear * * kills hundreds of relationships * * So the worker's * * Regards… * * Never fill those ears * * Never * * Good morning * भ * हो Have a nice and happy day * 🌹 ,,,   🙏  🙏  🙏  🙏  🌹  🌹 "
171,171,171,171,267.0,267.0,1399,hi,"*अति आवश्यक सूचना* 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹 *बहुजन(Sc/ St & Obc) हित में जारी* 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏     एक टाइगर एक गधे के साथ घूम रहा था। रास्ते में घास का मैदान आया तो गधा बोला - ""वाह कितनी नीली घास है।""     इस पर टाइगर हैरानी से बोला - ""अबे क्या बोल रहा है, घास तो हरी है।"" गधा - ""नहीं-नहीं, घास नीली है।""    धीरे-धीरे यह बात गरमा-गरम बहस में तब्दील हो गई। दोनों अपनी-अपनी बात पर अडिग थे, कोई पीछे हटने को तैयार न था ! आखिर विवाद टालने के लिए दोनों राजा के पास जाने की बात करने लगे। और वे जंगल के राजा शेर के पास पहुँच गए।       जंगल के ठीक बीच में घास के मैदान के पास राजा शेर एक बड़े पेड़ को सिंहासन बना वहाँ विराजमान हुआ। और गधा अपनी आदत के मुताबिक इससे पहले कि टाइगर कुछ बोलना शुरू करें वह घास के मैदान की तरफ इशारा कर ज़ोर-ज़ोर से कहने लगा - ""हुजूर माई-बाप वह घास नीली है, है कि नहीं?""     शेर ने कहा - ""हाँ बिलकुल, घास नीली ही है""      गधा - ""हुजूर लेकिन यह टाइगर इस बात को नहीं मानता और मुझे तंग करता है। इसे इस बात का सही दंड मिलना चाहिए""      शेर राजा ने घोषणा की - ""टाइगर को 5 साल की सजा दी जाती है""     शेर राजा का फैसला गधे ने सुना और वह उल्लास से जंगल में कूदता-फाँदता नाचने लगा।        फैसले के बाद टाइगर शेर के पास गया और पूछा - ""क्यों हुजूर क्या घास हरी नहीं है?"" शेर बोला - ""हाँ-हाँ ! घास हरी ही है।""     टाइगर बोला - "".....तो फिर मुझे जेल क्यों भेजा जा रहा है।""        शेर बोला - "".....तुम्हें इस बात के लिए सजा नहीं मिली कि घास नीली है या हरी, तुम्हें इस बात के लिए सजा मिली है कि तुमने एक बेवकूफ गधे के साथ बहस की। इस बात के लिए तुम्हें दंडित किया गया कि तुम्हारे जैसे होशियार और बहादुर जीव ने एक गधे के साथ बहस की और फैसला करवाने के लिए मेरे पास आए।""  *आप भी ध्यान रखें, गधों के साथ बहस में ना पड़ें और 2019 के चुनाव में सपा-बसपा के उम्मीदवारों को वोट करें। अन्यथा फिर से ५ साल की सजा के लिए तैयार रहें*। 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹         🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 *नमो बुद्धाय जय भीम*",92538,1549591172000,"* Important information 🌹 🌹 🌹 🌹   🌹   🌹   🌹  🌹  🌹  🌹  * 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹 🙏 🙏 🙏 🙏 🙏  🙏   🙏   🙏   🙏   🙏  * Bahujan (Sc / St & Obc) released in interest * 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 A tiger was walking around with a donkey. When the meadow came on the way, the donkey said - ""Wow what a blue grass."" On this, the Tiger said with surprise - ""What is Abe speaking, the grass is green."" Donkey - ""No-no, the grass is blue."" Gradually this thing turned into a heated debate. Both were adamant on their talk, no one was ready to back down! Finally, to avoid controversy, both of them started talking to the king. And they reached the lion king of the forest. Just near the meadow in the middle of the forest, the king lion seated a large tree, enthroned there. And the donkey, according to his habit, before the tiger started speaking something, he pointed out to the grassland and started saying loudly - ""Huzoor mai-baap that grass is blue, isn't it?"" The lion said - ""Yes, the grass is blue"" Donkey - ""Hujur, but this tiger does not listen to this and taunts me. It should get the right punishment for that."" Lion King announced - ""Tiger 5 The sentence of the year is given. ""The donkey heard the decision of the Lion King and he jumped in the jungle with glee and started dancing. After the verdict, Tiger went to the lion and asked - ""Hujur, isn't the grass green?"" The lion said - ""Yes! Yes! The grass is green."" Tiger said - ""..... Then why I am being sent to jail."" Sher said - ""..... You are not punished for whether the grass is blue or green, you have been punished for arguing with a stupid ass. You were punished for this That a smart and brave creature like you argued with a donkey and came to me to decide. "" * You 🌹 🌹 🌹 🌹 🌹 🌹   🌹   🌹 🙏 🙏 🙏 🙏 🙏  🙏   🙏   🙏   🙏   🙏    🌹   🌹   too, keep in mind, do not get into arguments with donkeys and vote for the SP-BSP candidates in the 2019 elections. Otherwise be ready for 5 years sentence again *. Om Namo Budhay Jai Bhima *  "
172,172,172,172,268.0,268.0,4463,hi,*#मेरे_प्रिय_हाईस्कूल_व_इंटरमीडिएट_के #परीक्षार्थीयों_उत्तर_प्रदेश_माध्यमिक_शिक्षा #परिषद की #10वीं और #12वीं की #परीक्षाओं में भाग लेने वाले आप सभी सम्मानित #छात्र_छात्राओं को बेहतर प्रदर्शन और सफलता के लिए #समाजवादी_पार्टी & #अखिल_भारतीय_गुर्जर_महासभा की तरफ से #हार्दिक_शुभकामनाएं।* व उनके #उज्ज्वल #भविष्य_की_अनन्त_शुभकामनाएं_व_बधाई।  💐💐💐 #Regards_by 💐💐💐 *#श्री_दिनेश_सिंह_गुर्जर_अखिल_भारतीय #गुर्जर_महासभा_प्रान्तीय_अध्यक्ष_उ.प्र. & समाजवादी_पार्टी #प्रदेश_सचिव।*,177904,1549591326000,* #Friends_Highschool_V_Intermediate_K #Teachers #North_Pradesh_Secondary_Educational # All of you respected #Students participating in # 10th & # 12th examinations of Council # for better performance and success #Socialist_Party & #All_Indian_Gujaratis . 💐💐💐 #Regards_by 💐💐💐 * #Sri_Dinesh_Singh_Gurjar_Akhil_Indian #Gurjar_Mahasabha_Presidential_President_U.P. 💐  💐  💐  💐  💐  💐  & Socialist_party # Pradesh_secretary. *  
173,173,173,173,269.0,269.0,2018,en,💰💰UNLIMITED INCOME💰💰  💵💵 Per Refer 820/- Rs💵💵 *Just Refer 2 Member*  *👉Level Plan Details👈* 🙏👇👇👇👇👇👇🙏 1st Level  2*820 = 1640 2nd Level 4*20 =    80 3rd Level 8*20 =     160 4th Level 16*20 =   320 5th Level 32*20 =   640 6th Level 64*20 =  1280 7th Level 128*20 = 2560 8th Level 256*20 = 5120 9th Level 512*20 = 10240 10th Level 1024*20 = 20480  http://www.earnzone.in/?referer=621265  ☝☝☝☝☝☝ 🙏Just Sign Up Then Refer and Earn 🙏  👌UNLIMITED REFER AND UNLIMITED WITHDRAW👌   For More Details Call Me 👇👇👇👇👇  9141828833,61029,1549591401000,💰💰UNLIMITED INCOME💰💰  💵💵 Per Refer 820/- Rs💵💵 *Just Refer 2 Member*  *👉Level Plan Details👈* 🙏👇👇👇👇👇👇🙏 1st Level  2*820 = 1640 2nd Level 4*20 =    80 3rd Level 8*20 =     160 4th Level 16*20 =   320 5th Level 32*20 =   640 6th Level 64*20 =  1280 7th Level 128*20 = 2560 8th Level 256*20 = 5120 9th Level 512*20 = 10240 10th Level 1024*20 = 20480  http://www.earnzone.in/?referer=621265  ☝☝☝☝☝☝ 🙏Just Sign Up Then Refer and Earn 🙏  👌UNLIMITED REFER AND UNLIMITED WITHDRAW👌   For More Details Call Me 👇👇👇👇👇  9141828833
174,174,174,174,270.0,270.0,2018,te,"నిరుద్యోగులకు                   శుభవార్త      TIC  కంపెనీ నందు  పని చేయుటకు మనుషులు కావలెను.      *వయస్సు -*18నుండి30వరకు*                          *Sales work*                    *Call center*                    *Office work*          జీతము:౼                   15000నుండి 25000వరకు          సమయము:౼                   ఉదయం 9 గంటల నుండి సాయంత్రం 5 .00గంటల వరకు         అర్హత:౼                     *10th,12th,BA,B.COM,BSC,MBA,MCA,Diploma,BE,ITI, B-TECH,MCA,ANY Questions..*         Location:౼                     తిరుపతి ,చిత్తూరు       Room and food free          Permanent and  100%. Job guaranty         Contact: B.Krishna   *7893170136*teja9080720933               ఇది మీకు ఉపయోగపడని యడల  దయచేసి అన్ని గ్రూపులకు షేర్ చెయ్యండి. Please please please please please                         Thank you",56830,1549591494000,"The good news for the unemployed is that people need to work at the TIC company. * Age - * 18 to 30 * * Sales work * * Call center * * Office work * Salary: ౼ 15000 to 25000 Time: 9 9 am to 5 pm Eligible: 10 * 10th, 12th, BA, B.COM, BSC , MBA, MCA, Diploma, BE, ITI, B-TECH, MCA, ANY Questions .. * Location: రు Tirupati, Chittoor Room and food free Permanent and 100%. Job guaranty Contact: B.Krishna * 7893170136 * teja9080720933 If this is not useful to you, please share it to all groups. Please, please, please  "
175,175,175,175,272.0,272.0,2913,hi,"🌞 ~ *आज का हिन्दू पंचांग* ~ 🌞 ⛅ *दिनांक 08 फरवरी 2019* ⛅ *दिन - शुक्रवार*  ⛅ *विक्रम संवत - 2075* ⛅ *शक संवत -1940* ⛅ *अयन - उत्तरायण* ⛅ *ऋतु - शिशिर* ⛅ *मास - माघ* ⛅ *पक्ष - शुक्ल*  ⛅ *तिथि - तृतीया सुबह 10:18 तक तत्पश्चात चतुर्थी* ⛅ *नक्षत्र - पूर्व भाद्रपद दोपहर 02:59 तक तत्पश्चात उत्तर भाद्रपद* ⛅ *योग - शिव सुबह 11:34 तक तत्पश्चात सिद्ध* ⛅ *राहुकाल - सुबह 11:15 से दोपहर 12:36 तक*  ⛅ *सूर्योदय - 07:14* ⛅ *सूर्यास्त - 18:31*  ⛅ *दिशाशूल - पश्चिम दिशा में* ⛅ *व्रत पर्व विवरण - विनायक चतुर्थी, तिलकुंद चतुर्थी, गणेश जयंती* 💥 *विशेष - तृतीया को पर्वल खाना शत्रुओं की वृद्धि करने वाला है।(ब्रह्मवैवर्त पुराण, ब्रह्म खंडः 27.29-34)*                🌞 *~ हिन्दू पंचांग ~* 🌞  🌷 *माघ शुक्ल तृतीया* 🌷 ➡ *08 फरवरी 2019 शुक्रवार को माघ शुक्ल तृतीया है ।* 🙏🏻 *तृतीया तिथि को सार्वत्रिक रूप से गौरी की पूजा का निर्देश है, चाहे किसी भी मास की तृतीया तिथि हो। भविष्यपुराण के अनुसार माघ मास की शुक्ल तृतीया अन्य मासों की तृतीया से अधिक उत्तम है | माघ मास की तृतीया स्त्रियों को विशेष फल देती है | माघ मास की शुक्ल पक्ष की तृतीया को सौभाग्य वृद्धिदायक गौरी तृतीया व्रत किया जाता है। भविष्यपुराण उत्तरपर्व में आज से शुरू होने वाले ललितातृतीया व्रत की विधि का वर्णन है जिसके करने से नारी को सौभाग्य, धन, सुख, पुत्र, रूप, लक्ष्मी, दीर्घायु तथा आरोग्य प्राप्त होता है और स्वर्ग की भी प्राप्ति होती है |* 🌷 *सौभाग्यं लभते येन धनं पुत्रान्पशून्सुखम् । नारी स्वर्गं शुभं रूपमारोग्यं श्रियमुत्तमाम् ।।* 🙏🏻 *भविष्यपुराण, ब्राह्मपर्व में भगवती गौरी ने धर्मराज से कहा :- माघ मास की तृतीया को गुड़ और लवण (नमक) का दान स्त्रियों एवं पुरुषों के लिए अत्यंत श्रेयस्कर है भगवन शंकर की प्रिये उस दिन मोदक एवं जल का दान करें  .* 🌷 *माघमासे तृतीयायां गुडस्य लवणस्य च ।  दानं श्रेयस्करं राजन्स्त्रीणां च पुरुषस्य च ।।*  *तृतीयायां तु माघस्य वामदेवस्य प्रीतये । वारिदानं प्रशस्तं स्यान्मोदकानां च भारत ।।* 🙏🏻 *पद्मपुराण, सृष्टि खंड के अनुसार माघ मास के शुक्ल पक्ष तृतीया मन्वंतर तिथि है। उस दिन जो कुछ दान दिया जाता है उसका फल अक्षय बताया गया है।* 🙏🏻 *धर्मसिंधु के अनुसार माघ मास में ईंधन, कंबल, वस्त्र, जूता, तेल, रूई से भरी रजाई, सुवर्ण, अन्न आदि के दान का बड़ा भारी फल मिलता है।* 🙏🏻 *माघ में तिलों का दान जरूर जरूर करना चाहिए। विशेषतः तिलों से भरकर ताम्बे का पात्र दान देना चाहिए।*            🌞 *~ हिन्दू पंचांग ~* 🌞   🌷 *ससुराल मे कोई तकलीफ* 🌷 👩🏻 *किसी सुहागन बहन को ससुराल मे कोई तकलीफ हो तो शुक्ल पक्ष की तृतीया को उपवास रखें …उपवास माने एक बार बिना नमक का भोजन कर के उपवास रखें ..भोजन में दाल चावल सब्जी रोटी नहीं  खाए, दूध रोटी खा लें..शुक्ल पक्ष की तृतीया को..अमावस्या से पूनम तक की शुक्ल पक्ष में  जो तृतीया आती है उसको ऐसा उपवास रखें …नमक बिना का भोजन(दूध रोटी) , एक बार खाए बस……अगर किसी बहन से वो भी नहीं  हो सकता पूरे साल का तो केवल* 👉🏻 *माघ महीने की शुक्ल पक्ष की तृतीया,* 👉🏻 *वैशाख शुक्ल तृतीया और* 👉🏻 *भाद्रपद मास की शुक्ल तृतीया* *जरुर ऐसे ३ तृतीया का उपवास जरुर करें …नमक बिना करें ….जरुर लाभ होगा…* 🙏🏻 *..ऐसा व्रत वशिष्ठ जी की पत्नी अरुंधती ने किया था…. ऐसा आहार नमक बिना का भोजन…. वशिष्ठ और अरुंधती का वैवाहिक जीवन इतना सुंदर था कि आज भी सप्त ऋषियों में से वशिष्ठ जी का तारा होता है , उन के साथ अरुंधती का तारा होता है…आज भी आकाश में रात को हम उनका दर्शन करते हैं …* 🙏🏻  *..शास्त्रो के अनुसार शादी होती तो उनका दर्शन करते है….. जो जानकर पंडित होता है वो बोलता है…शादी के समय वर-वधु को अरुंधती का तारा दिखाया जाता है और प्रार्थना करते है कि , “जैसा वशिष्ठ जी और अरुंधती का साथ रहा ऐसा हम दोनों पति पत्नी का साथ रहेगा..” ऐसा नियम है….* 🙏🏻 *चन्द्रमा की पत्नी ने इस व्रत के द्वारा चन्द्रमा की २७ पत्नियों में से प्रधान हुई….चन्द्रमा की पत्नी ने तृतीया के व्रत के द्वारा ही वो स्थान प्राप्त किया था…तो अगर किसी सुहागन बहन को कोई तकलीफ है तो ये व्रत करें ….उस दिन गाय को चंदन से तिलक करें … कुम -कुम का तिलक ख़ुद को भी करें  उत्तर दिशा में मुख करके …. उस दिन गाय को भी रोटी गुड़ खिलाये॥* 💥 *विशेष - कल 08 फरवरी 2019 शुक्रवार को माघ महीने की शुक्ल पक्ष की तृतीया है।* 🙏🏻 *सुरेशानंदजी - - 19th May 08, Haridwar*         🌞 *~  हिन्दू पंचांग ~* 🌞  🌷 *गुप्त नवरात्रि* 🌷 🙏🏻 *हिंदू धर्म के अनुसार, एक वर्ष में चार नवरात्रि होती हैं, लेकिन आमजन केवल दो नवरात्रि (चैत्र व शारदीय नवरात्रि) के बारे में ही जानते हैं। आषाढ़ तथा माघ मास की नवरात्रि को गुप्त नवरात्रि कहा जाता है। इस बार माघ मास की गुप्त नवरात्रि का प्रारंभ माघ शुक्ल प्रतिपदा (05 फरवरी, मंगलवार) से हो  चुका   है, जिसका समापन 14 फरवरी, गुरुवार को होगा। इस नवरात्रि में भी हर तिथि पर माता के एक विशेष रूप की पूजा की जाती है। जानिए गुप्त नवरात्रि में किस दिन देवी के किस रूप की पूजा करें-* 👉🏻 गताअं से आगे........  🙏🏻 *चौथे दिन करें मां कुष्मांडा की उपासना* 🙏🏻 *माघ मास की गुप्त नवरात्रि के चौथे दिन (09 फरवरी, शनिवार) की प्रमुख देवी मां कुष्मांडा हैं। देवी कुष्मांडा रोगों को तुरंत ही नष्ट करने वाली हैं। इनकी भक्ति करने वाले श्रद्धालु को धन-धान्य और संपदा के साथ-साथ अच्छा स्वास्थ्य भी प्राप्त होता है।* 🙏🏻 *​मां दुर्गा के इस चतुर्थ रूप कुष्मांडा ने अपने उदर से अंड अर्थात ब्रह्मांड को उत्पन्न किया। इसी वजह से दुर्गा के इस स्वरूप का नाम कुष्मांडा पड़ा। नवरात्रि के चतुर्थ दिन इनकी पूजा और आराधना की जाती है। मां कुष्मांडा के पूजन से हमारे शरीर का अनाहत चक्र जागृत होता है। इनकी उपासना से हमारे समस्त रोग व शोक दूर हो जाते हैं। साथ ही भक्तों को आयु, यश, बल और आरोग्य के साथ-साथ सभी भौतिक और आध्यात्मिक सुख भी प्राप्त होते हैं।* 👉🏻 शेष कल........           🌞 *~ हिन्दू पंचांग ~* 🌞           🌷 *गुप्त नवरात्रि* 🌷 🙏🏻 *नवरात्रि में हर दिन देवी के अलग रूप की पूजा की जाती है। इन नौ दिनों में विभिन्न उपायों से माता को प्रसन्न किया जाता है। नवरात्रि में देवी को हर दिन एक विशेष प्रकार का भोग लगाया जाता है।* 🙏🏻 *नवरात्रि  में पहले दिन से लेकर अंतिम दिन तक देवी को ये विशेष भोग अर्पित करने तथा बाद में इसे गरीबों को दान करने से साधक की सभी मनोकामनाएं पूरी हो सकती हैं।  गुप्त नवरात्रि  में किस तिथि पर देवी मां को किस चीज का भोग लगाएं,* 🙏🏻 *चतुर्थी तिथि (09 फरवरी, शनिवार) को माता दुर्गा को मालपुआ का भोग लगाएं ।इससे समस्याओं का अंत होता है ।* 👉🏻 शेष कल........  📖 *हिन्दू पंचांग संपादक ~ अंजनी निलेश ठक्कर* 📒 *हिन्दू पंचांग प्रकाशित स्थल ~ सुरत शहर (गुजरात)*           🌞 *~ हिन्दू पंचांग ~* 🌞 🙏🏻🌷💐🌸🌼🌹🍀🌺💐🙏🏻",108985,1549591550000,"On 🌞  that day also feed roti 🌞 ⛅   jaggery to the cow॥ ⛅  * 💥 * Special - tomorrow ⛅  08 February ⛅  2019 is the Tritiya ⛅  of Shukla Paksha ⛅  of Magh ⛅  month on Friday. ⛅  * 🙏🏻 * Sureshanandaji ⛅  - - 19th May 08, Haridwar * 🌞 * ~ ⛅  Hindu Panchang ~ * 🌞 गुप्त * Gupta Navaratri * 🌷 🙏🏻 * According ⛅  to Hinduism, there are four Navaratri in ⛅  a year, but the common people only know ⛅  about two Navaratri ⛅  (Chaitra and Shardiya ⛅  Navaratri). The Navratri ⛅  of Ashada and Magh month is called Gupta Navratri. This time 💥  the Secret Navratri of Magh month has started from Magha Shukla Pratipada (February 05, Tuesday), which will end on February 🌞  14, Thursday. 🌞 🌷   In this Navratri 🌷 ➡   also, a special form of Mother is worshiped on every 🙏  date. Know which day to worship Goddess in Gupta Navaratri - * Beyond 👉🏻 Gataan… .. करें * Worship Maa Kushmanda on the fourth day * 🙏🏻 * On the fourth day of Gupta Navaratri of Magh month (09 February, Saturday) is the mother goddess Kushmanda. Goddess Kushmanda is going to destroy diseases immediately. Devotees who do their devotion receive wealth and wealth as well as good health. * 🙏🏻 * Kushmanda, this fourth form of Maa Durga, produced eggs from her belly i.e. the universe. For this reason, this form of Durga was named Kushmanda. 🌷  They are worshiped and worshiped on the fourth day of Navratri. Worshiping Mother 🙏  Kushmanda awakens the non-harmful cycle of our body. All our diseases and grief are removed by worshiping them. Along with this, devotees get all material and spiritual happiness along with age, fame, force and 🌷  health. * 👉🏻 Remaining tomorrow ........ 🌞 * ~ Hindu Panchang ~ * 🌞 🌷 * Gupt Navratri * 🌷 🙏🏻 * Every day different form of Goddess is worshiped in Navratri. Mother is pleased 🙏  with various measures during these nine days. A special kind of bhog is offered to the Goddess every day in Navratri. * 🙏🏻 * By offering 🙏  this special bhoga to the Goddess from the first day to the last day in Navaratri and donating it to the poor afterwards, all the 🙏  wishes of the seeker are fulfilled. Can. On what date should Goddess Mother be offered as an offering in Gupta 🌞  Navaratri, * 🙏🏻 * 🌞  🌷  Mata Durga is offered 🌷 👩   to Mata Durga on Chaturthi date (09 February, Saturday). This ends the problems. * 👉🏻 Remaining tomorrow .. ...... 📖 * Hindu almanac editor ~ Anjani Nilesh Thakkar * 📒 * Hindu almanac published site ~ Surat city (Gujarat) * 🌞 * ~ Hindu almanac ~ * 🌞 🙏🏻🌷💐🌸🌼🌹🍀🌺💐🙏🏻   👉  👉  👉  🙏  🙏  🙏  💥  🙏  🌞  🌞  🌷  🌷  🙏  👉  🙏  🙏  🙏  👉  🌞  🌞  🌷  🌷  🙏  🙏  🙏  👉  📖  📒  🌞  🌞  🙏  🌷  💐  🌸  🌼  🌹  🍀  🌺  💐  🙏 "
176,176,176,176,273.0,273.0,2729,te,ఏపీలో విజయం ఆ పార్టీదే..! జాతీయ సర్వే అంచనా http://dhunt.in/5w5EJ?s=a&ss=wsp via Dailyhunt  యాప్ ని డౌన్లోడ్ చేసుకోండి http://dhunt.in/DWND,162379,1549591575000,That party is a victory in AP! National Survey Estimate http://dhunt.in/5w5EJ?s=a&ss=wsp via Dailyhunt App Download http://dhunt.in/DWND  
